,mean,decades,95th_perc,5th_perc,median,change_frombaseline,percent_change
1,3.2486226828315647,1980s,3.3470189382689863,3.163659411443408,3.2328434671825157,-0.07756857542952966,-2.332053974252878
2,3.3038288534902827,1990s,3.3624988212124225,3.220505615808,3.3004504151586227,-0.02236240477081175,-0.6723126553613346
3,3.3519615432230796,2000s,3.4348681071377576,3.2629313507541724,3.35581306704,0.02577028496198519,0.7747685854798886
4,3.400351953499451,2010s,3.526424701503536,3.251313476838568,3.4003707897976225,0.07416069523835667,2.2295980441343377
5,3.4094400499557262,2020s,3.547399449794386,3.2270006464269905,3.39901085088,0.08324879169463184,2.5028263629720926
6,3.425140711791365,2030s,3.6137179049429333,3.2399872594343364,3.4266539786451333,0.0989494535302704,2.974857602806652
7,3.4451680106429925,2040s,3.6255450720661657,3.2797475846338995,3.438441261254785,0.11897675238189809,3.5769666607836066
8,3.4758857761389907,2050s,3.627397369332253,3.3019314802560005,3.4725753779385102,0.14969451787789634,4.500478362634968
9,3.48669551792891,2060s,3.634350377660595,3.3235864364962713,3.471209786425421,0.16050425966781567,4.825466944186667
10,3.501183625142486,2070s,3.7495201008498715,3.3593965363949554,3.48268544208,0.17499236688139153,5.26104343659649
11,3.5372795447241674,2080s,3.782159587203197,3.2470673283391767,3.558096839078546,0.21108828646307298,6.3462462039368175
12,3.5736951531482126,2090s,3.8326608755640015,3.2251581886054885,3.600813462117391,0.24750389488711821,7.441060229847133
